"","Item_Identifier","Item_Weight","Item_Fat_Content","Item_Visibility","Item_Type","Item_MRP","Outlet_Identifier","Outlet_Establishment_Year","Outlet_Size","Outlet_Location_Type","Outlet_Type","YOB","Sale_preds_reg"
"2690","FDH40",11.6,"Regular",0.079052286,"Frozen Foods",82.3276,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,1450.29948685889
"2691","NCD07",12.5,"Low Fat",0.055160326,"Household",111.9518,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,3212.77205744768
"2692","FDB41",19,"Regular",0.097863571,"Frozen Foods",46.0718,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,1054.7981182814
"2693","FDH47",13.5,"Regular",0.129340955,"Starchy Foods",95.7068,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,1319.84527344346
"2694","DRK37",5,"Low Fat",0.043996354,"Soft Drinks",189.353,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,3130.7665992766
"2695","FDM25",12.5,"Regular",0.106217878,"Breakfast",176.7712,"OUT019",1985,"Small","Tier 1","Grocery Store",34,959.939966029774
"2696","NCX06",17.6,"Low Fat",0.015718858,"Household",182.3976,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,2971.44800783646
"2697","NCS05",11.5,"Low Fat",0.021096732,"Health and Hygiene",132.8942,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,2405.575143105
"2698","FDS39",6.895,"Low Fat",0.022506125,"Meat",142.2812,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,2388.51111754051
"2699","FDC47",12.5,"Low Fat",0.118314903,"Snack Foods",226.5694,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,5005.41340473891
"2700","FDG20",15.5,"Regular",0.125583323,"Fruits and Vegetables",178.3028,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,2918.73376278509
"2701","DRL23",18.35,"Low Fat",0.015390879,"Hard Drinks",106.1938,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,1998.65084688522
"2702","FDY33",14.5,"Regular",0.09712024,"Snack Foods",158.3262,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,2575.98645605805
"2703","NCH18",9.3,"Low Fat",0.044751804,"Household",243.8802,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,3923.60178375932
"2704","FDX47",6.55,"Regular",0.0345978,"Breads",155.4288,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,2682.40582530727
"2705","NCB06",17.6,"Low Fat",0.082499046,"Health and Hygiene",159.192,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,2618.44661579199
"2706","FDP36",10.395,"Regular",0,"Baking Goods",49.6008,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,993.492349955858
"2707","FDW44",9.5,"Regular",0.035294406,"Fruits and Vegetables",172.1448,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,2545.65299969466
"2708","NCU41",18.85,"Low Fat",0.052266868,"Health and Hygiene",191.8846,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,2757.64162159766
"2709","NCS17",18.6,"Low Fat",0.080501443,"Health and Hygiene",96.2436,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,1537.86526628029
"2710","FDD46",6.035,"Low Fat",0.1412293,"Snack Foods",155.5998,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,2592.26002141227
"2711","FDE45",12.1,"Low Fat",0.040585593,"Fruits and Vegetables",177.5002,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,3134.14691110807
"2712","FDI09",20.75,"Regular",0.130069181,"Seafood",238.988,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,4257.2859623192
"2713","NCJ54",9.895,"Low Fat",0.100540036,"Household",234.0642,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,1917.79162773329
"2714","NCA29",10.5,"Low Fat",0.027387523,"Household",172.1106,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,2433.11801932321
"2715","NCN41",12.5,"Low Fat",0.051956477,"Health and Hygiene",122.773,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,3410.75800811575
"2716","FDY34",10.5,"Regular",0.010979782,"Snack Foods",164.2842,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,2809.73938904615
"2717","NCG55",16.25,"Low Fat",0.039138761,"Household",116.1176,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,1975.74481238736
"2718","DRM49",6.11,"Regular",0.151954004,"Soft Drinks",44.4086,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,742.738801164347
"2719","NCB42",11.8,"Low Fat",0.008574487,"Health and Hygiene",115.4492,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,1959.52230651579
"2720","FDE58",18.5,"Low Fat",0.052174319,"Snack Foods",116.8124,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,1967.27858086838
"2721","DRJ25",14.6,"Low Fat",0.150442215,"Soft Drinks",50.6692,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,822.344365429401
"2722","FDS47",16.75,"Low Fat",0.215728288,"Breads",86.9856,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,-366.04333257672
"2723","FDY21",15.1,"Low Fat",0.173751022,"Snack Foods",198.211,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,3194.90445662854
"2724","NCI54",15.2,"Low Fat",0.03357108,"Household",111.1912,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,1788.65861208845
"2725","FDO24",11.1,"Low Fat",0.177212413,"Baking Goods",158.1604,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,2761.96294813903
"2726","FDY43",14.85,"Low Fat",0.098383632,"Fruits and Vegetables",168.9474,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,2849.73496981678
"2727","FDF35",15,"Low Fat",0.154616614,"Starchy Foods",106.8938,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,1440.75966357471
"2728","NCP29",12.5,"Low Fat",0.196572047,"Health and Hygiene",63.7168,"OUT019",1985,"Small","Tier 1","Grocery Store",34,-889.476227283034
"2729","FDN28",12.5,"Regular",0.030101427,"Frozen Foods",101.799,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,3118.75262765867
"2730","FDJ50",8.645,"Low Fat",0.021673936,"Canned",51.9982,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,631.112440056536
"2731","FDQ14",12.5,"Low Fat",0.061488083,"Dairy",150.805,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,3813.4215406676
"2732","FDC37",15.5,"Low Fat",0.032867137,"Baking Goods",108.0938,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,1892.50889743271
"2733","FDN08",7.72,"Regular",0.088364662,"Fruits and Vegetables",118.7466,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,1976.47695429012
"2734","FDD04",16,"Low Fat",0,"Dairy",141.9154,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,2387.25345564342
"2735","FDW34",9.6,"Low Fat",0.035724069,"Snack Foods",243.617,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,3572.04381061928
"2736","FDP04",15.35,"Low Fat",0.013890902,"Frozen Foods",65.2168,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,1335.59539361178
"2737","NCG07",12.3,"Low Fat",0.052799022,"Household",187.753,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,3220.65388416118
"2738","NCN14",19.1,"Low Fat",0.09229222,"Others",184.2608,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,2615.66869523702
"2739","FDJ16",9.195,"Low Fat",0.115118638,"Frozen Foods",58.1246,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,1022.78627648669
"2740","NCM42",6.13,"Low Fat",0.028378929,"Household",108.8912,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,1829.34853901365
"2741","NCF19",13,"Low Fat",0.035108732,"Household",49.6034,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,800.113565953513
"2742","FDY21",15.1,"Low Fat",0.174187994,"Snack Foods",196.911,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,2799.99960485101
"2743","FDY19",19.75,"Low Fat",0.041357113,"Fruits and Vegetables",116.1466,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,2042.97672022524
"2744","FDV09",12.1,"Low Fat",0.020610288,"Snack Foods",149.8734,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,2494.69425010609
"2745","FDA28",16.1,"Regular",0,"Frozen Foods",126.1362,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,2087.39382993271
"2746","FDC38",15.7,"Low Fat",0.122992956,"Canned",133.3942,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,1863.3317198498
"2747","FDL28",10,"Regular",0.063302674,"Frozen Foods",230.3668,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,3763.57983368461
"2748","NCH43",8.42,"Low Fat",0.070678631,"Household",217.0192,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,3494.3731856873
"2749","NCN53",5.175,"Low Fat",0.030417024,"Health and Hygiene",34.0874,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,693.612166744599
"2750","NCW05",20.25,"Low Fat",0.148910161,"Health and Hygiene",108.2938,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,1979.1897989336
"2751","NCO30",19.5,"Low Fat",0.01578895,"Household",185.7608,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,2644.58162324788
"2752","FDT04",12.5,"Low Fat",0.187416266,"Frozen Foods",37.5822,"OUT019",1985,"Small","Tier 1","Grocery Store",34,-1310.3839053771
"2753","FDB27",7.575,"Low Fat",0.055615757,"Dairy",196.4768,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,2803.07131342716
"2754","NCK07",10.65,"Low Fat",0.048646173,"Others",166.1526,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,2659.35567444318
"2755","NCA53",11.395,"Low Fat",0,"Health and Hygiene",48.5034,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,853.819303651858
"2756","FDB33",17.75,"Low Fat",0.014639563,"Fruits and Vegetables",160.1262,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,2316.07782312201
"2757","FDU37",9.5,"Regular",0.105099347,"Canned",79.296,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,1627.46082299799
"2758","FDR13",9.895,"Regular",0.028715402,"Canned",115.1492,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,2076.40501919989
"2759","FDE45",12.1,"Low Fat",0.04042006,"Fruits and Vegetables",178.0002,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,2963.74411037437
"2760","FDV37",13,"Regular",0.083986263,"Canned",195.9426,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,3447.55606839858
"2761","FDX44",12.5,"Low Fat",0.075228873,"Fruits and Vegetables",90.0172,"OUT019",1985,"Small","Tier 1","Grocery Store",34,-402.388181497274
"2762","NCL06",14.65,"Low Fat",0.072474272,"Household",261.4594,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,4360.55599781194
"2763","FDJ28",12.3,"Low Fat",0.021905319,"Frozen Foods",190.4162,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,3108.63586607159
"2764","FDX55",15.1,"Low Fat",0.05529173,"Fruits and Vegetables",218.7166,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,3591.35994723918
"2765","NCK17",11,"Low Fat",0.038049213,"Health and Hygiene",40.548,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,410.66207050712
"2766","FDH52",9.42,"Regular",0.0438948,"Frozen Foods",62.2194,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,1195.21691830237
"2767","FDN13",12.5,"Low Fat",0.151321932,"Breakfast",100.7358,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,3054.94593081406
"2768","FDK44",16.6,"Low Fat",0.122725386,"Fruits and Vegetables",171.7738,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,2464.8455913749
"2769","FDU16",19.25,"Regular",0.058275104,"Frozen Foods",82.1908,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,1353.36251632848
"2770","FDZ07",15.1,"Regular",0.094422403,"Fruits and Vegetables",59.9194,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,1330.92593790193
"2771","NCN06",12.5,"Low Fat",0.119913753,"Household",164.5868,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,4012.11988391026
"2772","FDH02",7.27,"Regular",0.034783374,"Canned",90.5488,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,-184.973357737743
"2773","NCW18",15.1,"Low Fat",0,"Household",235.5248,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,3804.34579976984
"2774","FDH57",10.895,"Low Fat",0.035717774,"Fruits and Vegetables",129.9284,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,2150.99793276233
"2775","FDV35",19.5,"Low Fat",0.128466007,"Breads",155.2314,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,2557.07232970257
"2776","NCU29",7.685,"Low Fat",0.025456246,"Health and Hygiene",144.876,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,2347.75867132864
"2777","NCP02",7.105,"Low Fat",0.044808762,"Household",58.7562,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,942.556602973942
"2778","FDN44",13.15,"Low Fat",0.022776641,"Fruits and Vegetables",160.892,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,2635.71720987342
"2779","FDX03",15.85,"Regular",0.061344855,"Meat",44.2744,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,513.288010661761
"2780","FDR11",10.5,"Regular",0.238579765,"Breads",158.5578,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,788.697416199041
"2781","FDA36",5.985,"Low Fat",0.005666384,"Baking Goods",184.3924,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,2949.74443454428
"2782","FDP58",12.5,"Low Fat",0.134487886,"Snack Foods",217.3482,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,4856.95164128689
"2783","FDH31",12,"Regular",0.02045255,"Meat",97.5042,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,1734.39843710623
"2784","FDH34",8.63,"Low Fat",0.031089367,"Snack Foods",187.1582,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,3115.81732888645
"2785","FDS13",6.465,"Low Fat",0.124482575,"Canned",263.5884,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,4314.30440965093
"2786","FDT01",13.65,"Regular",0,"Canned",212.7902,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,3182.36527373403
"2787","FDY09",15.6,"Low Fat",0.025239329,"Snack Foods",176.2054,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,2897.63429534839
"2788","FDV33",12.5,"Regular",0.027211198,"Snack Foods",257.5304,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,5559.85145743492
"2789","NCW29",14,"Low Fat",0.048310673,"Health and Hygiene",128.431,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,316.317069417703
"2790","NCN17",11,"Low Fat",0,"Health and Hygiene",100.6358,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,1735.69791165826
"2791","FDX01",10.1,"Low Fat",0.024164336,"Canned",117.715,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,1929.60075883741
"2792","FDL03",19.25,"Regular",0,"Meat",196.211,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,3269.51225076922
"2793","DRL59",16.75,"Low Fat",0.021257124,"Hard Drinks",54.5298,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,1015.36833556444
"2794","DRM11",12.5,"Low Fat",0.065749633,"Hard Drinks",261.8278,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,5580.99071760683
"2795","FDA43",10.895,"Low Fat",0.064776303,"Fruits and Vegetables",196.8794,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,3250.71552888289
"2796","FDZ56",16.25,"Low Fat",0.043078428,"Fruits and Vegetables",169.5474,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,997.316527555533
"2797","FDI44",16.1,"Low Fat",0.100641176,"Fruits and Vegetables",77.6328,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,1006.72265840469
"2798","FDB50",13,"Low Fat",0.153490728,"Canned",79.1986,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,1319.79609883131
"2799","FDU15",12.5,"Regular",0.046576823,"Meat",34.5532,"OUT019",1985,"Small","Tier 1","Grocery Store",34,-1243.24041212304
"2800","NCJ19",12.5,"Low Fat",0,"Others",56.7588,"OUT019",1985,"Small","Tier 1","Grocery Store",34,-948.540116513874
"2801","FDD48",10.395,"Low Fat",0.030133592,"Baking Goods",115.1176,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,1892.57823326828
"2802","NCW42",18.2,"Low Fat",0.058457925,"Household",221.4456,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,3608.09012236005
"2803","FDL24",10.3,"Regular",0.025037414,"Baking Goods",173.6422,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,3094.59131513649
"2804","NCB30",14.6,"Low Fat",0.025681604,"Household",197.7084,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,3137.85903150671
"2805","FDK25",11.6,"Regular",0.156701315,"Breakfast",168.9474,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,2742.51565282587
"2806","FDW28",18.25,"Low Fat",0.088962349,"Frozen Foods",195.6452,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,3162.80456097093
"2807","FDD47",7.6,"Regular",0.143216309,"Starchy Foods",171.4448,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,3050.06494740694
"2808","FDK16",12.5,"Low Fat",0.20192757,"Frozen Foods",93.4094,"OUT019",1985,"Small","Tier 1","Grocery Store",34,-445.976394161861
"2809","FDW37",19.2,"Low Fat",0.124050391,"Canned",92.4488,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,1501.22581223114
"2810","FDA48",12.1,"Low Fat",0.114852339,"Baking Goods",220.9114,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,3624.92575539325
"2811","FDA14",16.1,"Low Fat",0.065551931,"Dairy",146.476,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,2570.3435524204
"2812","FDV15",10.3,"Low Fat",0.146050812,"Meat",102.0648,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,1652.75292489194
"2813","FDN22",18.85,"Regular",0.1385204,"Snack Foods",252.3724,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,4091.42589187295
"2814","NCD55",14,"Low Fat",0.024380523,"Household",41.4454,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,776.941700728907
"2815","FDY43",14.85,"Low Fat",0.098320351,"Fruits and Vegetables",167.9474,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,2721.5430228966
"2816","NCU05",11.8,"Low Fat",0.059068474,"Health and Hygiene",79.9618,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,1570.00424146733
"2817","FDF10",15.5,"Regular",0.156898705,"Snack Foods",147.9418,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,2508.21925495258
"2818","FDR39",20.35,"Low Fat",0.084140646,"Meat",184.0292,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,2634.37753502287
"2819","FDG40",13.65,"Low Fat",0.039791206,"Frozen Foods",33.4558,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,589.343939159801
"2820","FDZ28",12.5,"Regular",0.090156718,"Frozen Foods",127.1678,"OUT019",1985,"Small","Tier 1","Grocery Store",34,158.324240264868
"2821","FDE02",8.71,"Low Fat",0.121496273,"Canned",94.0778,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,1633.64872950399
"2822","FDU60",20,"Regular",0.059994175,"Baking Goods",168.7132,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,2824.06573950938
"2823","FDM21",20.2,"Low Fat",0.064310516,"Snack Foods",257.3646,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,4079.81582206607
"2824","FDV52",12.5,"Regular",0.212767095,"Frozen Foods",116.7466,"OUT019",1985,"Small","Tier 1","Grocery Store",34,-41.3933171752851
"2825","NCW06",16.2,"Low Fat",0.050298544,"Household",191.8162,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,3037.8176174863
"2826","FDX36",9.695,"Regular",0.128258986,"Baking Goods",225.3404,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,3735.660931805
"2827","FDT35",12.5,"Regular",0.081060928,"Breads",169.2816,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,4185.66251059017
"2828","NCL19",15.35,"Low Fat",0,"Others",142.747,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,542.283315711345
"2829","NCD31",12.1,"Low Fat",0.015434464,"Household",164.7526,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,2598.67743463456
"2830","FDE53",12.5,"Low Fat",0.047063689,"Frozen Foods",107.228,"OUT019",1985,"Small","Tier 1","Grocery Store",34,-183.511813504094
"2831","FDW58",12.5,"Low Fat",0.013224491,"Snack Foods",106.4622,"OUT019",1985,"Small","Tier 1","Grocery Store",34,-168.535396774171
"2832","DRF48",5.73,"Low Fat",0,"Soft Drinks",187.3898,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,2969.98627709362
"2833","FDW57",8.31,"Regular",0.115655502,"Snack Foods",176.0028,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,2961.17911732074
"2834","DRH13",8.575,"Low Fat",0.024021065,"Soft Drinks",106.728,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,1981.40200441076
"2835","FDT33",7.81,"Regular",0.033962371,"Snack Foods",167.8158,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,2746.37253571984
"2836","DRK47",12.5,"Low Fat",0.063754145,"Hard Drinks",226.4694,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,5031.31201068813
"2837","FDY22",16.5,"Regular",0.267339659,"Snack Foods",143.5128,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,527.000654270358
